Those radii have scared that teenager . <eos>	[5.545644760131836, 4.580599308013916, 4.488692283630371, 4.173681259155273, 3.3727197647094727, 6.197457790374756, 4.1541428565979, 2.745050835528673e-07]	[11.75575065612793, 15.196056365966797, 3.930037498474121, 14.248174667358398, 6.351840972900391, 12.610862731933594, 2.4056549072265625, -0.0]	Those radii has scared that teenager . <eos>	[5.545644760131836, 4.580599308013916, 4.488692283630371, 4.113964557647705, 3.2529473304748535, 6.260011672973633, 4.382143020629883, 2.748883787262457e-07]	[11.75575065612793, 15.196056365966797, 7.035099029541016, 14.029715538024902, 6.417812347412109, 12.26658821105957, 2.495260238647461, -0.0]
This goose is n't bothering Edward . <eos>	[5.545644760131836, 5.908446311950684, 3.447415828704834, 4.759883880615234, 5.421093463897705, 4.014997959136963, 4.828610420227051, 2.755584205260675e-07]	[7.818253993988037, 13.67979621887207, 0.9179859161376953, 7.723407745361328, 3.550410270690918, 12.884323120117188, 2.340940475463867, -0.0]	This goose were n't bothering Edward . <eos>	[5.545644760131836, 5.908446311950684, 3.447415828704834, 5.754321098327637, 6.018617630004883, 4.212865829467773, 5.196582794189453, 2.7289297577226534e-07]	[7.818253993988037, 13.67979621887207, 9.64063835144043, 6.912980079650879, 3.801762580871582, 12.773733139038086, 2.624558448791504, -0.0]
The axes have n't stunned that teenager . <eos>	[5.545644760131836, 7.150014877319336, 3.3195481300354004, 3.4234704971313477, 1.8353629112243652, 3.6676416397094727, 6.292111396789551, 4.223999977111816, 2.7874091301782755e-07]	[5.106276512145996, 14.15807056427002, 4.315860748291016, 8.286184310913086, 16.065961837768555, 4.3276214599609375, 12.562056541442871, 2.1738128662109375, -0.0]	The axes has n't stunned that teenager . <eos>	[5.545644760131836, 7.150014877319336, 3.3195481300354004, 3.2765986919403076, 1.7111575603485107, 3.8287436962127686, 6.373295783996582, 4.3153581619262695, 2.789052757634636e-07]	[5.106276512145996, 14.15807056427002, 8.642239570617676, 7.97817325592041, 16.144323348999023, 4.185070991516113, 12.22578239440918, 2.2408323287963867, -0.0]
The radius is boring Carla . <eos>	[5.545644760131836, 7.150014877319336, 1.6516904830932617, 5.464761734008789, 2.7178053855895996, 5.410928726196289, 2.7367570964997867e-07]	[5.106276512145996, 13.549785614013672, 3.1302671432495117, 13.322092056274414, 19.03297233581543, 2.468719482421875, -0.0]	The radius were boring Carla . <eos>	[5.545644760131836, 7.150014877319336, 1.6516904830932617, 6.434648513793945, 2.9796690940856934, 5.020840167999268, 2.736687179094588e-07]	[5.106276512145996, 13.549785614013672, 9.776093482971191, 13.1490478515625, 19.531681060791016, 2.9123926162719727, -0.0]
All hypotheses have hurt Beth . <eos>	[5.545644760131836, 5.225571155548096, 4.370214939117432, 2.89169979095459, 4.56725549697876, 3.302603006362915, 2.689757252483105e-07]	[8.75776481628418, 15.09199333190918, 2.527956008911133, 12.831596374511719, 12.928620338439941, 1.8877496719360352, -0.0]	All hypotheses has hurt Beth . <eos>	[5.545644760131836, 5.225571155548096, 4.370214939117432, 2.5980849266052246, 4.56589937210083, 3.371443033218384, 2.685354729692335e-07]	[8.75776481628418, 15.09199333190918, 6.5139007568359375, 12.68941879272461, 12.565321922302246, 1.733316421508789, -0.0]
That woman is n't irritating Dennis . <eos>	[5.545644760131836, 5.165491104125977, 4.48966646194458, 5.7666168212890625, 5.523798942565918, 3.1897201538085938, 3.9356815814971924, 2.766557827271754e-07]	[9.64459228515625, 8.973442077636719, 2.236058235168457, 5.662370681762695, 12.087547302246094, 12.758224487304688, 1.5746955871582031, -0.0]	That woman were n't irritating Dennis . <eos>	[5.545644760131836, 5.165491104125977, 4.48966646194458, 6.367486953735352, 5.980745315551758, 3.602203845977783, 4.325353622436523, 2.7351114795237663e-07]	[9.64459228515625, 8.973442077636719, 6.109607696533203, 5.510551452636719, 13.034867286682129, 11.926278114318848, 1.9131650924682617, -0.0]
An alumnus doubts every sweater flattens . <eos>	[5.545644760131836, 6.487878322601318, 3.1129913330078125, 3.4329183101654053, 6.450893402099609, 4.500741004943848, 4.9848246574401855, 2.7704828653440927e-07]	[9.221075057983398, 7.868892192840576, 14.663936614990234, 7.286993026733398, 13.840572357177734, 5.597151756286621, 3.2950735092163086, -0.0]	An alumnus doubt every sweater flattens . <eos>	[5.545644760131836, 6.487878322601318, 3.1129913330078125, 3.506328821182251, 6.557168006896973, 4.52160120010376, 5.012673377990723, 2.7963253046436876e-07]	[9.221075057983398, 7.868892192840576, 13.847169876098633, 7.958950996398926, 13.260041236877441, 5.409136772155762, 3.232372283935547, -0.0]
The people were n't boycotting those mountains . <eos>	[5.545644760131836, 7.150014877319336, 4.274494171142578, 6.662707328796387, 6.069674491882324, 3.9884347915649414, 5.863203048706055, 3.0592236518859863, 2.781188470635243e-07]	[5.106276512145996, 7.8155717849731445, 3.236483573913574, 5.7261199951171875, 11.907320022583008, 4.8606414794921875, 9.901519775390625, 1.2189874649047852, -0.0]	The people is n't boycotting those mountains . <eos>	[5.545644760131836, 7.150014877319336, 4.274494171142578, 6.142101287841797, 5.852628707885742, 3.994931221008301, 5.823079586029053, 2.9393153190612793, 2.7962113335888716e-07]	[5.106276512145996, 7.8155717849731445, 6.903508186340332, 6.0956573486328125, 12.499814987182617, 5.061485290527344, 9.444262504577637, 1.1526708602905273, -0.0]
These hypotheses embarrass Dennis . <eos>	[5.545644760131836, 6.692653656005859, 4.398776054382324, 3.374763250350952, 4.252396583557129, 2.6358813443039253e-07]	[9.371075630187988, 9.67275333404541, 14.447437286376953, 10.324058532714844, 2.6419811248779297, -0.0]	These hypotheses embarrasses Dennis . <eos>	[5.545644760131836, 6.692653656005859, 4.398776054382324, 5.36353063583374, 4.874626636505127, 2.6471664682503615e-07]	[9.371075630187988, 9.67275333404541, 5.698144912719727, 12.05815601348877, 3.870342254638672, -0.0]
Men have compromised . <eos>	[5.545644760131836, 2.687378406524658, 5.128060340881348, 4.2152099609375, 2.6498810257180594e-07]	[10.814779281616211, 5.635761260986328, 11.078897476196289, 3.046891212463379, -0.0]	Men has compromised . <eos>	[5.545644760131836, 2.687378406524658, 4.987515449523926, 4.247781753540039, 2.653043225109286e-07]	[10.814779281616211, 6.557766914367676, 11.442562103271484, 2.886410713195801, -0.0]
