A girl took that sock . <eos>	[5.545644760131836, 6.766556739807129, 4.5811944007873535, 4.1755218505859375, 5.9284772872924805, 3.5046465396881104, 2.858372170067014e-07]	[7.048109531402588, 8.328241348266602, 7.836610794067383, 6.66709041595459, 11.304203033447266, 1.7673711776733398, -0.0]	A girl took that socks . <eos>	[4.9882683753967285, 7.244993209838867, 4.575850963592529, 4.1489667892456055, 6.004253387451172, 3.7373969554901123, 2.953667035399121e-07]	[3.9330310821533203, 8.201436996459961, 7.846283912658691, 6.5409345626831055, 13.532942771911621, 2.4832229614257812, -0.0]
A window disturbed those cashiers . <eos>	[4.988433837890625, 7.2440643310546875, 5.014170169830322, 3.1697492599487305, 6.578420639038086, 4.628810882568359, 2.6627401439327514e-07]	[3.932565689086914, 9.418493270874023, 13.639557838439941, 9.635951042175293, 4.483587265014648, 2.845510482788086, -0.0]	A window disturbed those cashier . <eos>	[4.988704681396484, 7.2462897300720215, 5.013818264007568, 3.1657228469848633, 6.5775346755981445, 2.4387688636779785, 2.7236427513344097e-07]	[3.9360647201538086, 9.412088394165039, 13.637447357177734, 9.638704299926758, 13.999305725097656, 4.54302978515625, -0.0]
The pants should n't irritate this hospital . <eos>	[4.985004425048828, 7.80577278137207, 3.9077539443969727, 2.3356106281280518, 2.6980509757995605, 5.040307521820068, 6.616909980773926, 4.296128749847412, 2.8064312118658563e-07]	[1.712346076965332, 12.781389236450195, 6.10215950012207, 5.497418403625488, 5.7361297607421875, 6.248587608337402, 12.088610649108887, 2.1249008178710938, -0.0]	The pants should n't irritate this hospitals . <eos>	[4.98749303817749, 7.805253982543945, 3.9088056087493896, 2.3358824253082275, 2.6983084678649902, 5.040046691894531, 6.616774082183838, 3.5547518730163574, 2.7339859798303223e-07]	[1.7130851745605469, 12.781546592712402, 6.102693557739258, 5.498002052307129, 5.737113952636719, 6.249028205871582, 17.2938175201416, 1.9913444519042969, -0.0]
Catherine is n't touring this bank . <eos>	[4.987998008728027, 5.856740474700928, 5.762393951416016, 5.621092796325684, 3.669142723083496, 5.153053283691406, 3.203500747680664, 2.8636515025937115e-07]	[9.954505920410156, 3.5023813247680664, 6.811003684997559, 12.675403594970703, 5.795194625854492, 8.945568084716797, 1.7956523895263672, -0.0]	Catherine is n't touring this banks . <eos>	[4.988019943237305, 5.856932640075684, 5.761800289154053, 5.621246814727783, 3.669339656829834, 5.152982711791992, 3.2559821605682373, 2.799227161176532e-07]	[9.954621315002441, 3.5006561279296875, 6.81220817565918, 12.672758102416992, 5.795385360717773, 15.053937911987305, 1.8667573928833008, -0.0]
Mary hid those plates . <eos>	[4.988018035888672, 6.054126739501953, 3.5842232704162598, 6.746026515960693, 3.6711387634277344, 2.7292418280921993e-07]	[8.609355926513672, 9.911298751831055, 8.841404914855957, 8.529487609863281, 5.145694732666016, -0.0]	Mary hid those plate . <eos>	[4.990133285522461, 6.052576065063477, 3.5859932899475098, 6.746689796447754, 5.281887054443359, 2.94609606044105e-07]	[8.611817359924316, 9.913166999816895, 8.839502334594727, 13.266092300415039, 6.3180341720581055, -0.0]
Convertibles alarm this committee . <eos>	[4.987926483154297, 6.397125244140625, 5.450816631317139, 6.431386947631836, 4.340587139129639, 2.711799993448949e-07]	[2.953150749206543, 12.523123741149902, 9.309465408325195, 10.123421669006348, 8.356856346130371, -0.0]	Convertibles alarm this committees . <eos>	[4.986342430114746, 6.395108222961426, 5.449963569641113, 6.433656215667725, 4.306886672973633, 2.7289951276543434e-07]	[2.945488929748535, 12.514667510986328, 9.302656173706055, 15.873146057128906, 7.235895156860352, -0.0]
Tina sells that newspaper article . <eos>	[4.986886024475098, 5.373740196228027, 4.6903300285339355, 6.36834192276001, 3.101677417755127, 2.731652021408081, 2.7858095563715324e-07]	[11.671930313110352, 9.753826141357422, 8.22624683380127, 6.2079620361328125, 8.931319236755371, 3.646622657775879, -0.0]	Tina sells that newspaper articles . <eos>	[4.988034248352051, 5.369637489318848, 4.692774295806885, 6.369927406311035, 3.101443290710449, 2.886442184448242, 2.7027573423765716e-07]	[11.650947570800781, 9.74440860748291, 8.225835800170898, 6.2047119140625, 8.267599105834961, 3.983694076538086, -0.0]
Deanna found those prints . <eos>	[4.9883317947387695, 6.39703369140625, 4.441400051116943, 6.873892784118652, 5.096417427062988, 2.821165026034578e-07]	[2.9401063919067383, 6.96462869644165, 8.162254333496094, 9.208850860595703, 5.3966522216796875, -0.0]	Deanna found those print . <eos>	[4.988722801208496, 6.397941589355469, 4.443174362182617, 6.8735222816467285, 5.407713890075684, 2.8289855436014477e-07]	[2.941094398498535, 6.967367172241211, 8.160265922546387, 12.61275863647461, 8.692479133605957, -0.0]
Florence biked to those art galleries . <eos>	[4.988804817199707, 5.6704792976379395, 5.404577732086182, 5.757077217102051, 5.555544853210449, 5.41318416595459, 4.130600929260254, 2.6992341872755787e-07]	[10.85313606262207, 2.903498649597168, 7.5648040771484375, 7.643866539001465, 9.675630569458008, 4.003674507141113, 2.799862861633301, -0.0]	Florence biked to those art gallery . <eos>	[4.990747451782227, 5.6737799644470215, 5.4053449630737305, 5.757241249084473, 5.550511837005615, 5.411972999572754, 5.599785804748535, 2.8087197279091924e-07]	[10.838252067565918, 2.898456573486328, 7.564043045043945, 7.6458539962768555, 9.67955493927002, 6.403796195983887, 3.7231740951538086, -0.0]
Douglas is n't lifting that report . <eos>	[4.989487648010254, 5.757464408874512, 4.973012447357178, 5.794244766235352, 4.180324554443359, 6.938858985900879, 4.046360015869141, 2.861452230717987e-07]	[9.275798797607422, 3.8592872619628906, 7.741339683532715, 12.855039596557617, 5.262423515319824, 10.63640022277832, 2.048053741455078, -0.0]	Douglas is n't lifting that reports . <eos>	[4.988274097442627, 5.756866455078125, 4.971698760986328, 5.794607162475586, 4.180276393890381, 6.939272880554199, 3.726853370666504, 2.851193130481988e-07]	[9.278816223144531, 3.856374740600586, 7.744302749633789, 12.852312088012695, 5.26262092590332, 14.730836868286133, 1.8179607391357422, -0.0]
