Samuel fixes that foot . <eos>	[5.545644760131836, 5.229722499847412, 3.508512020111084, 5.371137619018555, 4.235367774963379, 2.722489682582818e-07]	[9.546462059020996, 16.602270126342773, 4.438916206359863, 10.777517318725586, 2.108308792114258, -0.0]	Samuel fixes those foot . <eos>	[4.9870171546936035, 6.1682915687561035, 3.192225694656372, 6.546826362609863, 6.187397003173828, 2.795307807446079e-07]	[9.220582962036133, 13.65578842163086, 8.189096450805664, 11.362750053405762, 6.178684234619141, -0.0]
Rachelle was n't watching this woman . <eos>	[4.991445541381836, 6.396928310394287, 5.283012390136719, 5.704278945922852, 4.439840316772461, 5.432629108428955, 3.9743003845214844, 2.6916919182440324e-07]	[2.9373302459716797, 2.719472885131836, 7.41153621673584, 10.000591278076172, 4.97114372253418, 7.742949485778809, 2.085507392883301, -0.0]	Rachelle was n't watching these woman . <eos>	[4.986865043640137, 6.396420478820801, 5.2815375328063965, 5.704238414764404, 4.439751148223877, 5.936202526092529, 5.3848066329956055, 2.7157062731930637e-07]	[2.9395952224731445, 2.7156448364257812, 7.415953636169434, 9.997723579406738, 6.423929214477539, 11.507734298706055, 2.711031913757324, -0.0]
Adults know that man . <eos>	[4.987120151519775, 4.070805549621582, 4.302618980407715, 4.2215576171875, 3.8073160648345947, 2.6882736392508377e-07]	[9.89255142211914, 9.504929542541504, 1.508906364440918, 9.023900985717773, 5.687019348144531, -0.0]	Adults know those man . <eos>	[4.986889362335205, 4.070437431335449, 4.302148342132568, 5.698190212249756, 4.681107044219971, 2.6786653961607954e-07]	[9.886606216430664, 9.504631042480469, 7.026328086853027, 9.833945274353027, 4.406294822692871, -0.0]
Cindy could n't conceal this child . <eos>	[4.988883018493652, 5.940782070159912, 3.784283399581909, 5.157750606536865, 3.218801498413086, 5.260237693786621, 3.4177768230438232, 2.775667553578387e-07]	[11.922782897949219, 8.141894340515137, 2.7788734436035156, 7.179985046386719, 4.320258140563965, 6.995161056518555, 2.1529502868652344, -0.0]	Cindy could n't conceal these child . <eos>	[4.989750862121582, 5.940332412719727, 3.786593437194824, 5.157942771911621, 3.217778205871582, 6.237720489501953, 4.643434524536133, 2.8009301900056016e-07]	[11.920812606811523, 8.145421981811523, 2.7820873260498047, 7.179945945739746, 6.594211578369141, 8.714302062988281, 3.117757797241211, -0.0]
David wo n't attack this man . <eos>	[4.992966651916504, 6.402741432189941, 0.15233762562274933, 4.753245830535889, 5.066839218139648, 6.037057876586914, 3.2834863662719727, 2.915740822118096e-07]	[7.842641353607178, 13.180866241455078, 0.026844024658203125, 7.578813552856445, 4.717042922973633, 4.346168518066406, 1.6668415069580078, -0.0]	David wo n't attack these man . <eos>	[4.990584850311279, 6.405579566955566, 0.15220032632350922, 4.753932952880859, 5.065796852111816, 6.60855770111084, 3.9567174911499023, 2.857312324522354e-07]	[7.845897674560547, 13.186326026916504, 0.026813507080078125, 7.579227447509766, 6.517825126647949, 8.089250564575195, 1.802811622619629, -0.0]
Stacy cleaned these oases . <eos>	[4.991917133331299, 5.88820219039917, 2.593735694885254, 6.610547065734863, 5.903273105621338, 2.739886326708074e-07]	[12.395628929138184, 12.467390060424805, 6.733675003051758, 4.0566253662109375, 4.786942481994629, -0.0]	Stacy cleaned this oases . <eos>	[4.990888595581055, 5.886889457702637, 2.5922021865844727, 6.811244010925293, 4.812315464019775, 2.7297113547319896e-07]	[12.403350830078125, 12.472097396850586, 5.414173126220703, 3.3799571990966797, 4.467400550842285, -0.0]
These candles can upset this alumnus . <eos>	[4.990182399749756, 7.005669593811035, 3.559047222137451, 2.241755962371826, 4.522039890289307, 6.730212211608887, 2.759685754776001, 2.601233575205697e-07]	[4.845863342285156, 10.8065185546875, 3.211956024169922, 11.753229141235352, 5.223008155822754, 15.280117988586426, 3.062954902648926, -0.0]	These candles can upset these alumnus . <eos>	[4.986101150512695, 7.002573013305664, 3.5602073669433594, 2.241950750350952, 4.522322654724121, 6.879459381103516, 6.56300163269043, 2.699844685594144e-07]	[4.846076011657715, 10.80640697479248, 3.209872245788574, 11.748719215393066, 5.462373733520508, 17.545949935913086, 5.604384422302246, -0.0]
Guys are alarming these people . <eos>	[4.989878177642822, 5.27137565612793, 6.412901878356934, 3.277189254760742, 7.091259956359863, 2.8334527015686035, 2.6520098117543967e-07]	[13.404328346252441, 2.894319534301758, 13.70512580871582, 8.382760047912598, 3.7829580307006836, 3.759786605834961, -0.0]	Guys are alarming this people . <eos>	[4.987660884857178, 5.267796039581299, 6.413593769073486, 3.278592586517334, 6.649636268615723, 2.81585693359375, 2.6657090756998514e-07]	[13.408710479736328, 2.8913612365722656, 13.707478523254395, 8.716814994812012, 6.082277297973633, 2.924348831176758, -0.0]
The Clintons approach this man . <eos>	[4.985048294067383, 7.804059028625488, 7.107133388519287, 4.579891204833984, 6.090386867523193, 4.909093856811523, 2.8197391088724544e-07]	[1.7104759216308594, 2.99822998046875, 7.127479553222656, 7.766515731811523, 8.864668846130371, 8.25024127960205, -0.0]	The Clintons approach these man . <eos>	[4.984761714935303, 7.803125381469727, 7.104189872741699, 4.579590797424316, 6.871408462524414, 6.531641483306885, 2.7168567839908064e-07]	[1.711949348449707, 2.9994077682495117, 7.1262922286987305, 9.616605758666992, 11.165704727172852, 7.544276237487793, -0.0]
Galileo investigates this man . <eos>	[4.987560749053955, 5.310754776000977, 3.9059691429138184, 6.076570987701416, 3.0416016578674316, 2.777813676857477e-07]	[11.37606430053711, 9.962553024291992, 3.6490678787231445, 7.161221504211426, 3.047234535217285, -0.0]	Galileo investigates these man . <eos>	[4.991202354431152, 5.3081817626953125, 3.9043190479278564, 6.3084492683410645, 3.804525136947632, 2.78625776672925e-07]	[11.376863479614258, 9.973531723022461, 4.030612945556641, 11.132455825805664, 4.764460563659668, -0.0]
