A niece of most senators has n't descended most slopes . <eos>	[5.545644760131836, 6.766556739807129, 3.591313362121582, 5.064375877380371, 3.3439626693725586, 2.9523913860321045, 4.067653179168701, 3.8346266746520996, 3.348947048187256, 3.788235902786255, 3.6047754287719727, 2.746663483321754e-07]	[7.048109531402588, 11.647734642028809, 1.5858945846557617, 8.135259628295898, 9.812178611755371, 5.989877700805664, 7.641640663146973, 9.786735534667969, 9.17780876159668, 17.615875244140625, 1.7350101470947266, -0.0]
A niece of most senators have n't descended most slopes . <eos>	[5.545644760131836, 6.766556739807129, 3.591313362121582, 5.064375877380371, 3.3439626693725586, 2.9523913860321045, 4.172780990600586, 4.095508098602295, 3.3503689765930176, 3.844600200653076, 3.5977773666381836, 2.7682381187332794e-07]	[7.048109531402588, 11.647734642028809, 1.5858945846557617, 8.135259628295898, 9.812178611755371, 7.349682807922363, 8.072524070739746, 9.808744430541992, 9.144674301147461, 17.826019287109375, 1.7111902236938477, -0.0]
The sketch of those trucks has n't hurt Alan . <eos>	[5.545644760131836, 7.150014877319336, 4.645495414733887, 4.539032936096191, 5.814051628112793, 5.130414962768555, 3.8219714164733887, 2.3112988471984863, 4.437345027923584, 5.178055286407471, 2.868801800559595e-07]	[5.106276512145996, 12.690374374389648, 3.2768306732177734, 7.584386348724365, 10.419983863830566, 4.853240966796875, 6.522149085998535, 9.115642547607422, 10.297314643859863, 2.431027412414551, -0.0]
The sketch of those trucks have n't hurt Alan . <eos>	[5.545644760131836, 7.150014877319336, 4.645495414733887, 4.539032936096191, 5.814051628112793, 5.130414962768555, 3.8476099967956543, 2.2825546264648438, 4.430180549621582, 5.081087112426758, 2.870245907615754e-07]	[5.106276512145996, 12.690374374389648, 3.2768306732177734, 7.584386348724365, 10.419983863830566, 5.601092338562012, 6.632932662963867, 9.048541069030762, 10.508935928344727, 2.3550844192504883, -0.0]
A newspaper article about the Borgias has disagreed with Marcus . <eos>	[5.545644760131836, 6.766556739807129, 4.877144813537598, 4.527775287628174, 4.709245681762695, 7.446739196777344, 6.309906005859375, 4.257892608642578, 1.328249454498291, 4.1639604568481445, 4.275067329406738, 2.707008945890266e-07]	[7.048109531402588, 8.482170104980469, 2.7953529357910156, 3.7257471084594727, 0.9998579025268555, 2.840139389038086, 6.161315441131592, 10.563243865966797, 0.3092079162597656, 9.951560020446777, 2.8548803329467773, -0.0]
A newspaper article about the Borgias have disagreed with Marcus . <eos>	[5.545644760131836, 6.766556739807129, 4.877144813537598, 4.527775287628174, 4.709245681762695, 7.446739196777344, 6.309906005859375, 4.498787879943848, 1.5439163446426392, 4.098288536071777, 4.101784706115723, 2.7087588705398957e-07]	[7.048109531402588, 8.482170104980469, 2.7953529357910156, 3.7257471084594727, 0.9998579025268555, 2.840139389038086, 6.6594624519348145, 10.217923164367676, 0.3931007385253906, 10.08836555480957, 2.874941825866699, -0.0]
The niece of most guests has cleaned every college campus . <eos>	[5.545644760131836, 7.150014877319336, 2.2599520683288574, 4.981512069702148, 3.5390756130218506, 3.8869245052337646, 4.431060314178467, 2.3613600730895996, 6.079250335693359, 5.495847702026367, 3.311343193054199, 2.721707801356388e-07]	[5.106276512145996, 13.883404731750488, 0.46254634857177734, 8.140953063964844, 8.807144165039062, 4.8983259201049805, 11.180207252502441, 5.727113723754883, 9.761122703552246, 5.552816390991211, 1.4438676834106445, -0.0]
The niece of most guests have cleaned every college campus . <eos>	[5.545644760131836, 7.150014877319336, 2.2599520683288574, 4.981512069702148, 3.5390756130218506, 3.8869245052337646, 4.464853286743164, 2.589263677597046, 6.163617134094238, 5.52030086517334, 3.3396155834198, 2.728867514179001e-07]	[5.106276512145996, 13.883404731750488, 0.46254634857177734, 8.140953063964844, 8.807144165039062, 6.605404853820801, 11.048284530639648, 5.537128448486328, 9.464197158813477, 5.524280548095703, 1.4914608001708984, -0.0]
A sketch of lights does n't appear . <eos>	[5.545644760131836, 6.766556739807129, 4.3582000732421875, 4.578492164611816, 4.436270236968994, 1.4052083492279053, 5.2956743240356445, 3.161822557449341, 2.831866652286408e-07]	[7.048109531402588, 10.022031784057617, 1.5078725814819336, 11.425531387329102, 8.554394721984863, 1.7925071716308594, 2.5708351135253906, 2.263909339904785, -0.0]
A sketch of lights do n't appear . <eos>	[5.545644760131836, 6.766556739807129, 4.3582000732421875, 4.578492164611816, 4.436270236968994, 1.8603968620300293, 5.473094940185547, 3.2528154850006104, 2.8673815677393577e-07]	[7.048109531402588, 10.022031784057617, 1.5078725814819336, 11.425531387329102, 9.114273071289062, 1.2683944702148438, 2.8270092010498047, 2.0832204818725586, -0.0]
