No book is embarrassing more than eight pedestrians. <eos>	72.71318435668945
No book is embarrassing at least eight pedestrians. <eos>	70.35217094421387
No actor had hugged more than three customers. <eos>	60.16447591781616
No actor had hugged at least three customers. <eos>	57.60215950012207
No student fled from fewer than five restaurants. <eos>	69.99894762039185
No student fled from at most five restaurants. <eos>	70.26369667053223
No girl could praise fewer than three drivers. <eos>	68.93348836898804
No girl could praise at most three drivers. <eos>	67.23975276947021
No actress has passed fewer than seven hospitals. <eos>	63.08359909057617
No actress has passed at most seven hospitals. <eos>	63.455477714538574
No guest was scaring fewer than seven drivers. <eos>	66.16719961166382
No guest was scaring at most seven drivers. <eos>	65.76892805099487
No actress approaches more than three customers. <eos>	60.54783630371094
No actress approaches at least three customers. <eos>	58.55510711669922
No guest does walk through more than eight malls. <eos>	74.95800018310547
No guest does walk through at least eight malls. <eos>	73.64595890045166
No sketch might bother more than six drivers. <eos>	71.39562320709229
No sketch might bother at least six drivers. <eos>	68.78262376785278
No child might break more than six chairs. <eos>	64.30316734313965
No child might break at least six chairs. <eos>	61.40095281600952
No teenager could insult fewer than nine adults. <eos>	75.97461318969727
No teenager could insult at most nine adults. <eos>	74.39822959899902
No person admires more than three paintings. <eos>	61.23806381225586
No person admires at least three paintings. <eos>	62.05781555175781
No restaurant has upset fewer than ten adults. <eos>	70.66310119628906
No restaurant has upset at most ten adults. <eos>	70.9498143196106
No teacher might explore fewer than seven hospitals. <eos>	75.67394828796387
No teacher might explore at most seven hospitals. <eos>	73.48689651489258
No doctor had dropped by fewer than three art galleries. <eos>	82.81050062179565
No doctor had dropped by at most three art galleries. <eos>	79.16622400283813
No public park distracted more than eight waiters. <eos>	77.27311134338379
No public park distracted at least eight waiters. <eos>	76.55057144165039
No teacher was helping fewer than nine women. <eos>	72.02482223510742
No teacher was helping at most nine women. <eos>	68.44735622406006
No teacher has scared more than two guys. <eos>	65.87760257720947
No teacher has scared at least two guys. <eos>	62.94735145568848
No guy breaks fewer than eight cups. <eos>	73.26800537109375
No guy breaks at most eight cups. <eos>	70.15243530273438
No senator has seen more than six waiters. <eos>	59.99704170227051
No senator has seen at least six waiters. <eos>	56.9510178565979
No waitress examined more than seven documentaries. <eos>	66.52656555175781
No waitress examined at least seven documentaries. <eos>	63.415184020996094
No customer wears more than three pants. <eos>	62.60777282714844
No customer wears at least three pants. <eos>	59.871219635009766
No waitress did listen to fewer than eight students. <eos>	75.65648078918457
No waitress did listen to at most eight students. <eos>	73.99767398834229
No student was kissing more than five teachers. <eos>	64.62906646728516
No student was kissing at least five teachers. <eos>	63.69371795654297
No adult is watching fewer than five women. <eos>	66.66786289215088
No adult is watching at most five women. <eos>	64.82385921478271
No lady had examined fewer than four stories. <eos>	69.65060377120972
No lady had examined at most four stories. <eos>	66.18075656890869
No driver complains about more than two adults. <eos>	66.48875570297241
No driver complains about at least two adults. <eos>	63.35924434661865
No actress has embarrassed more than five senators. <eos>	68.48002767562866
No actress has embarrassed at least five senators. <eos>	67.22102451324463
No essay did embarrass more than four teachers. <eos>	77.01661491394043
No essay did embarrass at least four teachers. <eos>	74.61557865142822
No teenager would take more than nine prints. <eos>	65.17167520523071
No teenager would take at least nine prints. <eos>	61.760488986968994
No student boycotted fewer than nine museums. <eos>	68.51828002929688
No student boycotted at most nine museums. <eos>	68.63845825195312
No guest is buying more than nine cars. <eos>	69.12506246566772
No guest is buying at least nine cars. <eos>	65.04533243179321
No documentary can bother fewer than six women. <eos>	78.38438701629639
