Who and these students has that actress escaped from ? <eos>	[5.545644283294678, 4.913527488708496, 4.6378045082092285, 6.275796413421631, 4.669865131378174, 5.1626176834106445, 6.6396613121032715, 4.7154083251953125, 3.147231340408325, 3.835479736328125, 4.900372232441441e-07]	[11.848838806152344, 4.6694231033325195, 7.205111503601074, 7.245201110839844, 6.984125137329102, 7.288093566894531, 12.062623977661133, 11.09101676940918, 1.9509391784667969, 8.468242645263672, -0.0]	Who has that actress escaped from and these students ? <eos>	[5.001572608947754, 5.193373203277588, 5.451750755310059, 6.3791961669921875, 3.012348175048828, 2.7761757373809814, 4.109800815582275, 5.958467483520508, 7.233348846435547, 4.855165004730225, 4.4186290892866964e-07]	[10.161087036132812, 3.3267316818237305, 6.7994585037231445, 10.92364501953125, 10.676307678222656, 2.618162155151367, 6.308465003967285, 8.3425874710083, 8.987162590026855, 3.0930728912353516, -0.0]
What and most books had a lady scanned ? <eos>	[4.995077133178711, 4.696259498596191, 5.10693883895874, 3.3365612030029297, 4.488092422485352, 4.791143417358398, 6.69167423248291, 4.9244303703308105, 3.6706085205078125, 3.6405236869541113e-07]	[7.502894401550293, 7.787782192230225, 3.608844757080078, 7.302251815795898, 4.693199157714844, 3.986236572265625, 11.195610046386719, 13.544175148010254, 6.136043548583984, -0.0]	What had a lady scanned and most books ? <eos>	[5.0037384033203125, 4.70710563659668, 2.7406134605407715, 6.723194122314453, 5.7666916847229, 4.457490921020508, 6.311027526855469, 6.286766052246094, 5.23546028137207, 4.3924865167355165e-07]	[7.518604755401611, 4.296250343322754, 5.307955741882324, 10.395538330078125, 13.65317153930664, 3.7180585861206055, 8.451380729675293, 6.222719192504883, 7.935279846191406, -0.0]
Who and Cynthia might Randolf find ? <eos>	[5.000164031982422, 5.211507797241211, 4.288379669189453, 5.191022872924805, 4.199812889099121, 4.831125736236572, 4.51621675491333, 3.992447830114543e-07]	[10.164665222167969, 6.021516799926758, 12.814962387084961, 4.424139022827148, 5.021246910095215, 8.9658203125, 3.821425437927246, -0.0]	Who might Randolf find and Cynthia ? <eos>	[4.978764533996582, 5.165783882141113, 5.029581069946289, 4.906221389770508, 4.534008026123047, 6.213334083557129, 3.8155312538146973, 3.9770534954186587e-07]	[10.137269973754883, 6.043177604675293, 4.054216384887695, 8.939810752868652, 5.020769119262695, 16.2303466796875, 0.8645515441894531, -0.0]
What and this legislature has Andrea confused ? <eos>	[4.983767986297607, 4.695136547088623, 5.08784818649292, 5.964897155761719, 4.690701961517334, 5.312039375305176, 5.164094924926758, 3.8340749740600586, 3.8681545788676885e-07]	[7.515205383300781, 7.791636943817139, 4.817060470581055, 10.390755653381348, 3.453533172607422, 16.861127853393555, 13.951284408569336, 3.3241806030273438, -0.0]	What has Andrea confused and this legislature ? <eos>	[4.990540027618408, 4.702823162078857, 2.654160737991333, 5.26589298248291, 5.100316047668457, 5.744198799133301, 6.210066795349121, 5.120655059814453, 4.986227395420428e-07]	[7.48610782623291, 4.717433929443359, 17.30675506591797, 13.950029373168945, 3.0154056549072266, 8.625410079956055, 13.442745208740234, 4.965339660644531, -0.0]
What and those stairs can Mark descend ? <eos>	[5.000207901000977, 4.70577335357666, 5.06337833404541, 4.425258636474609, 4.9334235191345215, 2.3022589683532715, 6.033836364746094, 3.2099175453186035, 3.2505985814168525e-07]	[7.494192123413086, 7.7852630615234375, 5.234657287597656, 11.67190933227539, 3.7401294708251953, 16.009252548217773, 10.592761039733887, 4.745931625366211, -0.0]	What can Mark descend and those stairs ? <eos>	[4.981679916381836, 4.69657039642334, 3.4397096633911133, 5.9072346687316895, 3.4400548934936523, 6.618955612182617, 4.843080520629883, 4.878926753997803, 5.602245209956891e-07]	[7.508356094360352, 4.81086540222168, 12.781389236450195, 11.429841041564941, 4.1571245193481445, 8.55637264251709, 8.475414276123047, 4.166562080383301, -0.0]
Who and Jessica had most organizations boasted about ? <eos>	[5.012474060058594, 5.2082953453063965, 4.2904510498046875, 5.878181457519531, 5.228051662445068, 4.470039367675781, 5.8186845779418945, 2.8853354454040527, 5.020031929016113, 3.3164647561534366e-07]	[10.153267860412598, 6.005913734436035, 12.937511444091797, 3.596271514892578, 7.56941032409668, 11.921588897705078, 10.995216369628906, 2.877044677734375, 7.685823917388916, -0.0]	Who had most organizations boasted about and Jessica ? <eos>	[4.980404376983643, 5.188358783721924, 5.457242488861084, 5.132397651672363, 6.191250801086426, 3.3358631134033203, 5.23603630065918, 6.397119522094727, 5.515143394470215, 4.735556444757094e-07]	[10.176700592041016, 3.9815845489501953, 6.633988380432129, 10.372440338134766, 10.90095329284668, 3.2059946060180664, 6.391927719116211, 15.27797794342041, 4.750964164733887, -0.0]
What and some planes is Curtis fixing ? <eos>	[4.959199905395508, 4.685736656188965, 5.106601715087891, 4.57489013671875, 5.285338878631592, 6.118027210235596, 3.563950538635254, 4.168006420135498, 4.075798756275617e-07]	[7.5141520500183105, 7.793638229370117, 4.807097434997559, 10.860905647277832, 6.436039924621582, 15.005878448486328, 15.63435173034668, 2.027604103088379, -0.0]	What is Curtis fixing and some planes ? <eos>	[4.989482402801514, 4.719132900238037, 5.064970970153809, 4.426480293273926, 4.341982841491699, 7.08267879486084, 6.253664493560791, 5.942441940307617, 4.498315888668003e-07]	[7.487565994262695, 1.3965520858764648, 15.433487892150879, 16.1245059967041, 4.842843055725098, 6.827415466308594, 10.802766799926758, 3.537581443786621, -0.0]
Who and Guy was some documentary disagreeing with ? <eos>	[4.994749069213867, 5.241985321044922, 4.264944076538086, 5.14323091506958, 5.8473100662231445, 4.792934417724609, 4.477810382843018, 2.5471348762512207, 4.410505294799805, 3.183859575983661e-07]	[10.1506929397583, 6.055310249328613, 10.144597053527832, 4.650594711303711, 8.065652847290039, 11.730391502380371, 15.145200729370117, 1.1025524139404297, 9.197501182556152, -0.0]	Who was some documentary disagreeing with and Guy ? <eos>	[4.991024494171143, 5.188032150268555, 5.2341156005859375, 4.294142723083496, 4.958706855773926, 2.464867353439331, 4.61189079284668, 7.015161991119385, 5.280645370483398, 4.3861615495188744e-07]	[10.137165069580078, 3.29757022857666, 7.194031238555908, 10.683028221130371, 15.66069221496582, 1.3060226440429688, 7.076172351837158, 12.686084747314453, 3.1393489837646484, -0.0]
Who and Ann had Emily approached ? <eos>	[4.9931721687316895, 5.192836284637451, 4.310802459716797, 5.664276123046875, 5.3003950119018555, 5.510982513427734, 3.7268624305725098, 3.646687218861189e-07]	[10.196413040161133, 6.015507698059082, 10.455224990844727, 3.545201301574707, 11.847599029541016, 11.002153396606445, 2.4978866577148438, -0.0]	Who had Emily approached and Ann ? <eos>	[4.99738073348999, 5.181310653686523, 5.441177845001221, 5.419934272766113, 3.9920730590820312, 6.1544060707092285, 5.551551342010498, 3.9384738670378283e-07]	[10.152488708496094, 4.003972053527832, 11.094940185546875, 11.102910995483398, 4.396406173706055, 10.573174476623535, 4.30908203125, -0.0]
Who and Wayne have some glasses disgusted ? <eos>	[4.965947151184082, 5.155454635620117, 4.301067352294922, 5.777825355529785, 5.354973793029785, 7.018141269683838, 3.371647596359253, 3.1281368732452393, 3.535537587140425e-07]	[10.152715682983398, 6.048409461975098, 11.603530883789062, 3.813507080078125, 6.232695579528809, 9.50996208190918, 14.84014892578125, 2.2341060638427734, -0.0]	Who have some glasses disgusted and Wayne ? <eos>	[5.0084381103515625, 5.181557655334473, 5.214916229248047, 7.169029235839844, 3.4556446075439453, 3.0055923461914062, 6.786604404449463, 4.963817119598389, 4.882941766481963e-07]	[10.142688751220703, 5.196778297424316, 5.843134880065918, 8.218161582946777, 14.125310897827148, 3.559957504272461, 14.238531112670898, 1.6256208419799805, -0.0]
