Todd ca n't yawn . <eos>	[5.545644283294678, 5.355714797973633, 0.1594756692647934, 5.498355388641357, 4.962827682495117, 2.7582805728343374e-07]	[10.858735084533691, 12.07826042175293, 0.029815673828125, 5.0750732421875, 2.4644622802734375, -0.0]	Todd ca n't walk through . <eos>	[4.990301132202148, 5.907271385192871, 0.08962739259004593, 5.269110202789307, 4.332086563110352, 3.1381044387817383, 2.8929127893206896e-07]	[9.946100234985352, 10.84617805480957, 0.0130767822265625, 5.178256988525391, 2.8536109924316406, 4.000615119934082, -0.0]
Some guests had n't left . <eos>	[4.989767551422119, 6.338250160217285, 5.3532562255859375, 5.680586814880371, 5.013819694519043, 3.871725082397461, 2.905251790252805e-07]	[5.21757698059082, 9.192113876342773, 4.231060981750488, 7.759587287902832, 4.726644515991211, 2.9602298736572266, -0.0]	Some guests had n't boasted about . <eos>	[4.9885101318359375, 6.333919048309326, 5.352519989013672, 5.679760932922363, 5.0141072273254395, 3.551449775695801, 4.399886131286621, 2.7080855602434895e-07]	[5.217041969299316, 9.191123962402344, 4.229758262634277, 7.759603500366211, 10.868772506713867, 2.4968109130859375, 6.605159282684326, -0.0]
This niece of Elizabeth protests . <eos>	[4.9889912605285645, 6.142945766448975, 4.281077861785889, 6.059037208557129, 5.673809051513672, 4.803154468536377, 2.67330563019641e-07]	[3.5921363830566406, 14.573384284973145, 2.771908760070801, 5.374248504638672, 14.065242767333984, 5.349481582641602, -0.0]	This niece of Elizabeth walks through . <eos>	[4.9921722412109375, 6.142519950866699, 4.281804084777832, 6.0571513175964355, 5.6721930503845215, 4.198580741882324, 3.244760513305664, 2.775214227312972e-07]	[3.5956640243530273, 14.577841758728027, 2.771759033203125, 5.370828628540039, 8.678854942321777, 3.3079442977905273, 5.567173004150391, -0.0]
Regina is shouting . <eos>	[4.990373134613037, 5.443535327911377, 5.013164043426514, 4.042946815490723, 2.779246983664052e-07]	[11.89939022064209, 2.3187122344970703, 14.130998611450195, 4.345089912414551, -0.0]	Regina is boasting about . <eos>	[4.991472244262695, 5.445144176483154, 5.016195297241211, 2.3832569122314453, 5.039552688598633, 2.805393251037458e-07]	[11.897136688232422, 2.320773124694824, 13.133832931518555, 3.9589004516601562, 8.574938774108887, -0.0]
This guest 's plumber complains . <eos>	[4.990749835968018, 6.147232532501221, 5.766292572021484, 6.208456039428711, 4.777529239654541, 1.8171300888061523, 2.8021361231367337e-07]	[3.591838836669922, 10.263374328613281, 5.034685134887695, 16.22585678100586, 8.816871643066406, 8.079952239990234, -0.0]	This guest 's plumber wore . <eos>	[4.991222381591797, 6.140189170837402, 5.766611099243164, 6.209285736083984, 4.77470588684082, 4.178308010101318, 3.09799162323543e-07]	[3.5956315994262695, 10.261810302734375, 5.035438537597656, 16.22165870666504, 7.829451560974121, 9.740455627441406, -0.0]
Anna 's grandmothers are n't benefiting . <eos>	[4.98920202255249, 5.656821250915527, 6.460522651672363, 6.6400465965271, 6.4454755783081055, 6.286626815795898, 3.69136905670166, 2.8770750759576913e-07]	[9.899600982666016, 2.944061279296875, 3.8218069076538086, 3.3581371307373047, 7.0353851318359375, 15.279382705688477, 3.04495906829834, -0.0]	Anna 's grandmothers are n't arguing about . <eos>	[4.990508556365967, 5.654376983642578, 6.460084438323975, 6.6403303146362305, 6.44477653503418, 6.286553382873535, 3.14021635055542, 4.760666847229004, 2.8120487627347757e-07]	[9.890241622924805, 2.9432783126831055, 3.825521469116211, 3.357797622680664, 7.038748741149902, 13.659393310546875, 4.344440460205078, 4.962235450744629, -0.0]
Some glaciers are vaporizing . <eos>	[4.9927473068237305, 6.3390960693359375, 4.703820705413818, 6.275732040405273, 4.731351375579834, 2.691932934340002e-07]	[5.216279983520508, 10.3017578125, 2.5867233276367188, 3.0747575759887695, 2.9917869567871094, -0.0]	Some glaciers are scaring . <eos>	[4.988776206970215, 6.336784839630127, 4.7021660804748535, 6.274805068969727, 4.7299628257751465, 2.6917518880509306e-07]	[5.218173980712891, 10.300430297851562, 2.5865440368652344, 3.0744943618774414, 2.990468978881836, -0.0]
Stephanie succeeds . <eos>	[4.988781929016113, 6.048335075378418, 2.354454755783081, 2.7932060220337007e-07]	[11.638916015625, 8.397928237915039, 5.317458152770996, -0.0]	Stephanie boasts about . <eos>	[4.995142936706543, 6.0514326095581055, 3.868337392807007, 5.5363593101501465, 2.711689717216359e-07]	[11.633875846862793, 10.568862915039062, 3.907299041748047, 9.517475128173828, -0.0]
Tara 's contractors scream . <eos>	[4.987807750701904, 5.834731578826904, 7.227102756500244, 5.088303565979004, 3.7434539794921875, 2.739767523962655e-07]	[11.851006507873535, 2.4871435165405273, 15.107534408569336, 12.590293884277344, 4.618288040161133, -0.0]	Tara 's contractors drive to . <eos>	[4.992452621459961, 5.833089828491211, 7.225801467895508, 5.089394569396973, 4.396549224853516, 5.21421480178833, 2.7809878133666643e-07]	[11.841265678405762, 2.489283561706543, 15.104022979736328, 9.671960830688477, 3.3710451126098633, 8.926609992980957, -0.0]
All gloves were n't crumpling . <eos>	[4.993424415588379, 5.814220428466797, 3.201636791229248, 6.168630599975586, 6.2223286628723145, 3.6728498935699463, 2.7349574338586535e-07]	[5.906040191650391, 12.55623722076416, 2.4095687866210938, 8.154877662658691, 3.356822967529297, 1.7373123168945312, -0.0]	All gloves were n't looking like . <eos>	[4.989271640777588, 5.823062896728516, 3.202364683151245, 6.169590950012207, 6.222836494445801, 3.1708996295928955, 4.193245887756348, 2.8029279519614647e-07]	[5.903255462646484, 12.551486015319824, 2.409642219543457, 8.1530122756958, 9.64128303527832, 3.1647090911865234, 6.336265563964844, -0.0]
