Tara would ascertain it to be noteworthy that Kenneth did n't wash . <eos>	[5.545644283294678, 5.173587799072266, 4.619664192199707, 3.580559492111206, 3.117182970046997, 4.6093645095825195, 5.055059909820557, 2.043239116668701, 4.140393257141113, 5.1001152992248535, 1.2348687648773193, 4.603507995605469, 3.004188060760498, 2.8961113684999873e-07]	[11.75729751586914, 7.622581481933594, 12.730648040771484, 5.149814605712891, 3.0315370559692383, 2.0461950302124023, 11.489832878112793, 4.757633209228516, 11.046302795410156, 4.180001258850098, 1.6059913635253906, 10.245307922363281, 4.227299690246582, -0.0]	Tara would n't entice it to be noteworthy that Kenneth did n't wash . <eos>	[4.986696243286133, 5.833701133728027, 4.7562360763549805, 4.836485385894775, 4.530152320861816, 3.3491244316101074, 5.56748104095459, 6.222583770751953, 2.610718250274658, 4.022793769836426, 4.910152435302734, 1.3155909776687622, 4.410808563232422, 2.896515369415283, 2.908701048909279e-07]	[11.844444274902344, 6.475376129150391, 5.117801666259766, 10.117308616638184, 5.1681976318359375, 1.3293724060058594, 3.161958694458008, 13.21409797668457, 4.986993789672852, 11.436174392700195, 3.3973045349121094, 1.08428955078125, 10.709354400634766, 4.982597351074219, -0.0]
Carla could declare it to be not so important that these doctors observe Rhonda . <eos>	[4.988150596618652, 5.6932525634765625, 4.191584587097168, 4.259482383728027, 4.343508720397949, 1.238958477973938, 3.8572983741760254, 4.703060150146484, 5.771954536437988, 3.056095600128174, 4.145593643188477, 6.849799633026123, 3.8412978649139404, 3.9136905670166016, 1.408538579940796, 2.65148770495216e-07]	[11.908452033996582, 8.32101058959961, 10.591781616210938, 4.316051483154297, 2.395083427429199, 0.1807708740234375, 7.343014717102051, 5.600063323974609, 4.342119216918945, 2.419693946838379, 7.1767706871032715, 8.0555419921875, 11.03759765625, 14.651952743530273, 4.212447166442871, -0.0]	Carla can convince it to be not so important that these doctors observe Rhonda . <eos>	[4.987397193908691, 5.692072868347168, 4.499959945678711, 5.251296043395996, 1.4394227266311646, 5.265878677368164, 5.423353672027588, 5.339594841003418, 5.739100456237793, 3.136103868484497, 4.154773712158203, 6.716254234313965, 4.267088890075684, 4.194915771484375, 1.3193869590759277, 2.716072913244716e-07]	[11.923335075378418, 6.599575996398926, 7.689422607421875, 6.583063125610352, 0.3772163391113281, 2.378878593444824, 6.527819633483887, 4.943996429443359, 5.528561592102051, 2.684885025024414, 7.334419250488281, 7.895187854766846, 9.44715690612793, 13.932374000549316, 4.022995948791504, -0.0]
Nina anticipated it to be nice that Jacqueline exists . <eos>	[4.989344596862793, 5.653794288635254, 4.212787628173828, 3.809124231338501, 3.8438515663146973, 4.742650985717773, 2.568340539932251, 3.4155521392822266, 4.072330474853516, 3.6746444702148438, 2.7523671519702475e-07]	[11.210482597351074, 11.1751708984375, 4.730243682861328, 2.6070499420166016, 0.7910795211791992, 7.058462619781494, 5.944940567016602, 8.684003829956055, 11.704236030578613, 2.8666114807128906, -0.0]	Nina obligated it to be nice that Jacqueline exists . <eos>	[4.990056037902832, 5.653502941131592, 4.621036052703857, 1.910426139831543, 5.614745140075684, 5.122792720794678, 2.349327802658081, 3.4754128456115723, 4.354907989501953, 3.4886367321014404, 2.763336510724912e-07]	[11.20004940032959, 17.30379867553711, 5.113104820251465, 0.38771820068359375, 2.6411876678466797, 8.864629745483398, 6.196371078491211, 9.361390113830566, 11.454282760620117, 2.78082275390625, -0.0]
Some granddaughter of Bruce did find it to be expected that a lot of legislatures try to conceal Colleen . <eos>	[4.988929748535156, 6.336124897003174, 4.478394985198975, 5.619330406188965, 5.505029678344727, 2.6200499534606934, 4.588565826416016, 4.604980945587158, 2.283707857131958, 4.19760274887085, 1.545501947402954, 4.856132507324219, 6.927173137664795, 0.5560358166694641, 6.0335774421691895, 3.2247776985168457, 0.39570149779319763, 5.924924850463867, 3.4436211585998535, 0.8034689426422119, 2.7561719662116957e-07]	[5.217311859130859, 14.77184772491455, 1.5126380920410156, 7.190899848937988, 11.769017219543457, 6.677886009216309, 3.630007743835449, 2.03598690032959, 0.3818988800048828, 9.629103660583496, 1.420755386352539, 3.273369789123535, 6.948851108551025, 0.0726776123046875, 13.26101303100586, 9.414679527282715, 0.045513153076171875, 7.680881500244141, 15.994373321533203, 5.929464340209961, -0.0]	Some granddaughter of Bruce would force it to be expected that a lot of legislatures try to conceal Colleen . <eos>	[4.9926676750183105, 6.336705207824707, 4.479057788848877, 5.620063781738281, 5.506534099578857, 4.414515972137451, 3.808096170425415, 1.2107665538787842, 5.661262035369873, 6.298161506652832, 1.2167003154754639, 4.1810760498046875, 6.774977684020996, 0.5734291076660156, 5.723531723022461, 3.099083423614502, 0.36774641275405884, 5.900561332702637, 3.355062961578369, 0.7393252849578857, 2.757408026354824e-07]	[5.215841293334961, 14.769775390625, 1.5147571563720703, 7.186978340148926, 10.890427589416504, 9.060589790344238, 4.4037628173828125, 0.20693016052246094, 2.391071319580078, 8.861069679260254, 2.971090316772461, 3.608992576599121, 7.706445693969727, 0.07744216918945312, 12.730359077453613, 9.608469009399414, 0.04274559020996094, 7.842182159423828, 16.114065170288086, 5.48753547668457, -0.0]
Charles 's brothers had n't considered it to be not so amusing that every man exercised . <eos>	[4.992486000061035, 6.273675918579102, 6.716141700744629, 4.833416938781738, 5.225618362426758, 4.923533916473389, 4.33184289932251, 3.6725335121154785, 1.142791986465454, 4.291011810302734, 5.065573215484619, 5.307199954986572, 2.6192822456359863, 3.2668685913085938, 6.608953475952148, 4.328712463378906, 4.203512191772461, 2.9620252917084144e-07]	[7.746296405792236, 4.159570693969727, 6.920848846435547, 3.684145927429199, 8.331023216247559, 6.325592041015625, 3.866739273071289, 1.2685823440551758, 0.1861724853515625, 7.42963981628418, 5.720308303833008, 8.342337608337402, 3.262523651123047, 7.284719467163086, 3.1681833267211914, 10.42343521118164, 5.891279220581055, -0.0]	Charles 's brothers motivate it to be not so amusing that every man exercised . <eos>	[4.98883056640625, 6.275981426239014, 6.717804431915283, 4.835036277770996, 3.3190934658050537, 2.623082160949707, 5.575463771820068, 5.205550193786621, 5.578444480895996, 5.5610432624816895, 2.670030117034912, 3.0656228065490723, 6.656280040740967, 4.174470901489258, 4.242990493774414, 2.99545916959687e-07]	[7.744174957275391, 4.161958694458008, 6.9202799797058105, 14.989315032958984, 7.824806213378906, 1.1580371856689453, 3.1532859802246094, 7.702916622161865, 4.864938735961914, 8.42271614074707, 3.044875144958496, 7.2638349533081055, 2.99343204498291, 12.976974487304688, 5.745262145996094, -0.0]
Maria discovers it to be not so good that Karla could n't need Carlos to question Candice . <eos>	[4.989723205566406, 5.197049617767334, 3.515183687210083, 2.8088130950927734, 1.4250977039337158, 4.6778154373168945, 4.946361541748047, 5.600502014160156, 3.2189531326293945, 3.741624355316162, 4.196636199951172, 4.814258575439453, 5.07515811920166, 3.6089086532592773, 3.466341972351074, 5.336062431335449, 2.8220386505126953, 2.984675407409668, 2.8041523592037265e-07]	[9.758261680603027, 8.12495231628418, 4.180115699768066, 4.572831153869629, 0.21883583068847656, 6.563925743103027, 4.756399154663086, 3.0856800079345703, 2.0849170684814453, 10.398090362548828, 6.24216365814209, 2.810413360595703, 8.937055587768555, 10.262765884399414, 1.4153165817260742, 10.05876350402832, 11.580331802368164, 1.2433834075927734, -0.0]	Maria should n't ask it to be not so good that Karla could n't need Carlos to question Candice . <eos>	[4.99441385269165, 5.1978559494018555, 4.04345178604126, 4.08112096786499, 4.037905693054199, 3.2471368312835693, 5.101651191711426, 5.736344337463379, 5.514451026916504, 5.5888142585754395, 3.2900454998016357, 3.193336009979248, 4.241436958312988, 5.271064758300781, 5.113160610198975, 3.5560460090637207, 3.6183969974517822, 5.346165180206299, 2.9074318408966064, 3.00128173828125, 2.780516297207214e-07]	[9.742634773254395, 8.53490161895752, 5.243186950683594, 5.599724769592285, 6.007715225219727, 1.6160240173339844, 1.773575782775879, 7.121278762817383, 4.515332221984863, 3.071528434753418, 2.862010955810547, 11.532241821289062, 5.071991920471191, 2.974864959716797, 8.72625732421875, 10.419496536254883, 1.507124900817871, 9.490501403808594, 11.360363006591797, 1.205465316772461, -0.0]
Walter considers it to be lucky that Angela walks through many museums . <eos>	[4.993189811706543, 6.139093399047852, 4.869256973266602, 3.81472110748291, 0.32389000058174133, 3.1310932636260986, 2.9382505416870117, 3.820457935333252, 4.416024208068848, 3.6407439708709717, 3.110550880432129, 5.696801662445068, 2.9204630851745605, 2.700356276363891e-07]	[9.233072280883789, 10.388084411621094, 3.244368553161621, 1.5153656005859375, 0.04972267150878906, 10.546648025512695, 3.916438102722168, 10.533845901489258, 8.493154525756836, 3.779722213745117, 7.742806434631348, 9.059347152709961, 2.152090072631836, -0.0]	Walter had n't pressed it to be lucky that Angela walks through many museums . <eos>	[4.989405155181885, 6.138486385345459, 5.5474700927734375, 5.356657981872559, 4.0635576248168945, 3.5971975326538086, 5.514293193817139, 5.503276348114014, 2.5266103744506836, 3.681593894958496, 4.756875991821289, 3.781984329223633, 3.166874408721924, 5.39510440826416, 2.869978427886963, 2.6910495876109053e-07]	[9.240503311157227, 5.180178642272949, 7.649994850158691, 9.464937210083008, 4.0675859451293945, 1.6754741668701172, 3.2296361923217773, 10.663637161254883, 5.899755477905273, 12.107317924499512, 10.115668296813965, 4.024316787719727, 7.735933303833008, 9.327950477600098, 1.8301820755004883, -0.0]
Noah ca n't predict it to be not so funny that some pasta blackens . <eos>	[4.989081382751465, 5.31797981262207, 0.13163161277770996, 5.424083709716797, 3.869182586669922, 3.3831117153167725, 5.367505073547363, 5.379207611083984, 5.526031494140625, 5.260072708129883, 2.602238893508911, 3.488112449645996, 5.111690521240234, 5.268821716308594, 4.745771884918213, 2.752943260020402e-07]	[11.195079803466797, 10.924673080444336, 0.0228424072265625, 8.92806339263916, 4.2321577072143555, 2.4707164764404297, 1.707961082458496, 7.454422473907471, 4.595060348510742, 4.636051177978516, 3.6545257568359375, 5.793882369995117, 14.589472770690918, 3.8224315643310547, 5.019449234008789, -0.0]	Noah is pressuring it to be not so funny that some pasta blackens . <eos>	[4.987669944763184, 5.317709922790527, 5.514781951904297, 5.028388977050781, 2.68001127243042, 5.325871467590332, 5.987969398498535, 5.695548057556152, 5.933655738830566, 2.541874408721924, 3.4293627738952637, 4.545812129974365, 5.174607276916504, 4.521233558654785, 2.784151718060457e-07]	[11.199572563171387, 2.9540634155273438, 11.99992847442627, 4.9821624755859375, 0.8669204711914062, 2.8961925506591797, 6.976555347442627, 4.81092643737793, 5.516234397888184, 3.1142024993896484, 5.946948051452637, 14.44886589050293, 3.822606086730957, 5.719719886779785, -0.0]
Aaron was predicting it to be amusing that Bradley motivates Jennifer to yawn . <eos>	[4.989018440246582, 5.813041687011719, 5.141693115234375, 4.223881721496582, 3.294969081878662, 4.484167098999023, 4.473344326019287, 2.310325860977173, 3.5422887802124023, 4.155620098114014, 4.374424934387207, 3.186225414276123, 5.485758304595947, 4.065060615539551, 2.7778889943874674e-07]	[10.420406341552734, 2.530445098876953, 12.517168998718262, 5.273932456970215, 1.3631782531738281, 1.2965564727783203, 12.879119873046875, 5.633815765380859, 9.962993621826172, 14.834282875061035, 8.572587966918945, 0.6897802352905273, 5.021599769592285, 4.145673751831055, -0.0]	Aaron asked it to be amusing that Bradley motivates Jennifer to yawn . <eos>	[4.993210792541504, 5.816375732421875, 5.320680141448975, 2.564450740814209, 5.1581339836120605, 4.799356460571289, 2.3578758239746094, 3.5141384601593018, 4.393336772918701, 4.154721260070801, 3.0852770805358887, 5.550152778625488, 3.8110830783843994, 2.78719085144985e-07]	[10.423603057861328, 7.820300102233887, 5.8117265701293945, 0.9186210632324219, 1.6161813735961914, 10.287589073181152, 5.520139694213867, 10.667434692382812, 14.379051208496094, 9.159860610961914, 0.6865940093994141, 4.956972122192383, 4.185251235961914, -0.0]
Ronald does need it to be not so pleasant that those actors hide away . <eos>	[4.993158340454102, 4.751617908477783, 1.900327205657959, 3.5359678268432617, 3.5502614974975586, 5.951369285583496, 5.90562629699707, 5.548897743225098, 5.226624488830566, 2.877143383026123, 3.6321229934692383, 5.294482231140137, 4.933135509490967, 3.841176986694336, 2.481480121612549, 2.800998970542423e-07]	[10.596502304077148, 8.750345230102539, 10.298826217651367, 5.373061180114746, 1.2212638854980469, 2.864023208618164, 7.595728397369385, 4.872861862182617, 7.694025993347168, 2.9467973709106445, 6.862053871154785, 7.906179428100586, 9.94237232208252, 5.523700714111328, 2.8256072998046875, -0.0]	Ronald asked it to be not so pleasant that those actors hide away . <eos>	[4.988170146942139, 4.752456188201904, 5.515926361083984, 2.4484286308288574, 4.96284294128418, 5.157952308654785, 5.567527770996094, 5.772231578826904, 2.840798854827881, 3.4708237648010254, 5.171792030334473, 4.553040504455566, 3.693267345428467, 2.4657981395721436, 2.8119336548115825e-07]	[10.602655410766602, 9.409357070922852, 6.008159637451172, 0.8396244049072266, 1.2969398498535156, 7.443758964538574, 5.016779899597168, 7.690434455871582, 2.7063236236572266, 6.593751907348633, 7.90818452835083, 12.410911560058594, 5.390888214111328, 2.70919132232666, -0.0]
