The people have n't conspired . <eos>	[5.545644760131836, 7.150014877319336, 4.274494171142578, 5.605382919311523, 4.816880226135254, 1.4804949760437012, 2.918189352385525e-07]	[5.106276512145996, 7.8155717849731445, 4.554464340209961, 5.937468528747559, 11.214754104614258, 4.008064270019531, -0.0]	The person have n't conspired . <eos>	[4.989322185516357, 7.804098129272461, 4.736175537109375, 4.877508163452148, 4.916059494018555, 1.8854272365570068, 2.8620792136280215e-07]	[1.7155780792236328, 8.532164573669434, 10.778295516967773, 8.02857780456543, 12.420074462890625, 4.521429061889648, -0.0]
The people do surrender . <eos>	[4.988855838775635, 7.803800106048584, 4.477130889892578, 1.4917716979980469, 4.291718482971191, 2.7989858608634677e-07]	[1.7144317626953125, 7.326590538024902, 6.039860725402832, 13.183951377868652, 3.4288291931152344, -0.0]	The person do surrender . <eos>	[4.988641262054443, 7.8038225173950195, 4.735743045806885, 1.0693527460098267, 4.109775543212891, 2.713424862577085e-07]	[1.7137479782104492, 8.535646438598633, 10.323911666870117, 12.858348846435547, 3.297788619995117, -0.0]
The men have n't arrived at these malls . <eos>	[4.9886579513549805, 7.803475379943848, 4.609504699707031, 5.505502700805664, 4.418004512786865, 3.5780115127563477, 3.72934889793396, 6.719016075134277, 2.923738479614258, 2.790973780975037e-07]	[1.713576316833496, 7.177635669708252, 4.758522033691406, 7.672284126281738, 5.899684906005859, 1.7902660369873047, 4.98795223236084, 8.307483673095703, 1.4262428283691406, -0.0]	The man have n't arrived at these malls . <eos>	[4.988062858581543, 7.80431604385376, 5.187292098999023, 5.318241119384766, 4.669257164001465, 3.6990303993225098, 3.744680404663086, 6.686886787414551, 2.9904351234436035, 2.813922321820428e-07]	[1.7138175964355469, 8.01635456085205, 11.167428970336914, 6.3187761306762695, 6.031982421875, 1.8875770568847656, 5.666398048400879, 8.696041107177734, 1.642181396484375, -0.0]
The people are responding . <eos>	[4.988597869873047, 7.804452896118164, 4.47953987121582, 6.62518310546875, 0.7875831127166748, 2.7287981652079907e-07]	[1.7139158248901367, 7.325512409210205, 3.2150630950927734, 10.885735511779785, 6.825540542602539, -0.0]	The person are responding . <eos>	[4.989515781402588, 7.80344295501709, 4.734129905700684, 6.041831016540527, 1.1904536485671997, 2.7274359126749914e-07]	[1.7125577926635742, 8.535334587097168, 9.449207305908203, 9.853296279907227, 6.320452690124512, -0.0]
The offspring is approaching Jerry . <eos>	[4.988068103790283, 7.803470611572266, 3.7308349609375, 5.927584171295166, 4.298205375671387, 2.8006412982940674, 2.674277084224741e-07]	[1.712153434753418, 10.977144241333008, 3.7525930404663086, 11.851524353027344, 14.55058479309082, 4.023858070373535, -0.0]	The offspring is approaching Jerry . <eos>	[4.991644859313965, 7.804691314697266, 3.731384754180908, 5.92887020111084, 4.298603057861328, 2.801828622817993, 2.6743441594589967e-07]	[1.7146329879760742, 10.966739654541016, 3.753575325012207, 11.852928161621094, 14.549886703491211, 4.024474143981934, -0.0]
The man does remember Rodney . <eos>	[4.991643905639648, 7.80469274520874, 5.1880035400390625, 1.8594062328338623, 4.751830101013184, 3.6235132217407227, 2.693986402846349e-07]	[1.7146320343017578, 8.016761779785156, 6.023118019104004, 8.402576446533203, 11.817712783813477, 3.591035842895508, -0.0]	The men does remember Rodney . <eos>	[4.990381240844727, 7.804193496704102, 4.609816551208496, 2.0139667987823486, 5.100093841552734, 3.6002495288848877, 2.656633455444535e-07]	[1.7116994857788086, 7.1763410568237305, 10.998832702636719, 8.90438461303711, 11.341578483581543, 3.5896482467651367, -0.0]
The person does n't watch Ronald . <eos>	[4.9886860847473145, 7.804464340209961, 4.736443042755127, 0.9203103184700012, 4.61284065246582, 3.9430887699127197, 2.2876505851745605, 2.696958176784392e-07]	[1.710780143737793, 8.536565780639648, 5.870140075683594, 2.591397285461426, 8.668902397155762, 12.502676010131836, 4.592751502990723, -0.0]	The person does n't watch Ronald . <eos>	[4.985408306121826, 7.80411434173584, 4.736441612243652, 0.9210102558135986, 4.6134562492370605, 3.9428791999816895, 2.2868635654449463, 2.696876890695421e-07]	[1.7108840942382812, 8.533559799194336, 5.869823455810547, 2.591444969177246, 8.666041374206543, 12.50252628326416, 4.592015266418457, -0.0]
The child does n't climb down most slopes . <eos>	[4.985409736633301, 7.804112434387207, 4.819461822509766, 1.0020012855529785, 4.599130630493164, 4.352779865264893, 3.3467330932617188, 1.5240678787231445, 3.311185598373413, 2.734374504598236e-07]	[1.7108850479125977, 8.399748802185059, 5.666060447692871, 2.0415687561035156, 8.213326454162598, 3.460293769836426, 9.096855163574219, 9.259637832641602, 2.1118221282958984, -0.0]	The children does n't climb down most slopes . <eos>	[4.9881486892700195, 7.804991722106934, 4.435408115386963, 1.0078462362289429, 4.278046131134033, 4.423923492431641, 3.5096850395202637, 1.7664299011230469, 3.2436490058898926, 2.7675932301463035e-07]	[1.7141942977905273, 7.819401264190674, 10.32418441772461, 2.2502965927124023, 8.190176010131836, 3.39595890045166, 9.229164123535156, 8.736307144165039, 1.9779434204101562, -0.0]
The people are n't meeting . <eos>	[4.988606929779053, 7.8046698570251465, 4.479634761810303, 6.624675273895264, 6.129887580871582, 4.619513511657715, 2.8062666501682543e-07]	[1.713231086730957, 7.3303704261779785, 3.2145748138427734, 7.088470458984375, 9.450553894042969, 3.3644304275512695, -0.0]	The person are n't meeting . <eos>	[4.989935874938965, 7.803901672363281, 4.736480236053467, 6.042420387268066, 5.842910289764404, 4.327681541442871, 2.765241902125126e-07]	[1.7138490676879883, 8.535160064697266, 9.449173927307129, 7.514364242553711, 10.29322338104248, 3.5716209411621094, -0.0]
The series does shock Alan . <eos>	[4.988277912139893, 7.803550720214844, 4.086104869842529, 1.0383312702178955, 4.17962646484375, 4.86952018737793, 2.739065507739724e-07]	[1.7126808166503906, 5.787018299102783, 6.84666633605957, 17.157636642456055, 13.835639953613281, 4.468318939208984, -0.0]	The series does shock Alan . <eos>	[4.988358497619629, 7.80483341217041, 4.086429119110107, 1.0379283428192139, 4.177770614624023, 4.869490623474121, 2.739103877047455e-07]	[1.7130622863769531, 5.784879684448242, 6.84218692779541, 17.159391403198242, 13.832772254943848, 4.464175224304199, -0.0]
