Who wouldn't tina hug this nephew of ? <eos>	[5.545644760131836, 4.913530349731445, 5.345354080200195, 5.070150375366211, 4.72916316986084, 6.568821907043457, 3.169809341430664, 6.1114397048950195, 3.7778787032038963e-07]	[11.848838806152344, 4.459917068481445, 3.9587154388427734, 14.21933650970459, 5.786402702331543, 12.210206031799316, 3.292194366455078, 8.075029373168945, -0.0]	Who wouldn't this nephew of hug tina ? <eos>	[4.9967145919799805, 5.191161155700684, 5.247690200805664, 6.375977516174316, 3.9066905975341797, 5.6856489181518555, 4.375713348388672, 4.178534507751465, 3.802642254413513e-07]	[10.162588119506836, 4.720268249511719, 3.9724245071411133, 11.704008102416992, 2.8140487670898438, 15.126029014587402, 4.015739440917969, 1.1629886627197266, -0.0]
What has vincent talked about some commentary about ? <eos>	[4.991811752319336, 4.714631080627441, 2.6472091674804688, 6.760042667388916, 0.8207614421844482, 3.5580692291259766, 4.657833576202393, 3.6153953075408936, 4.787540435791016, 3.813045736933418e-07]	[7.5056281089782715, 4.720545768737793, 6.3480119705200195, 10.434619903564453, 0.13245201110839844, 8.099610328674316, 10.894229888916016, 1.854227066040039, 7.477880001068115, -0.0]	What has some commentary about talked about vincent ? <eos>	[4.985410690307617, 4.700311660766602, 2.647812843322754, 7.133326530456543, 3.6712329387664795, 4.279125213623047, 0.48436224460601807, 4.649045944213867, 4.233694076538086, 3.968940802678844e-07]	[7.489469051361084, 4.714533805847168, 7.467246055603027, 10.677763938903809, 1.726633071899414, 15.081879615783691, 0.06525039672851562, 3.8618240356445312, 4.261502265930176, -0.0]
What are these books next to the photographs of ? <eos>	[4.965098857879639, 4.7103400230407715, 5.45388126373291, 7.234674453735352, 4.172422409057617, 3.6972157955169678, 4.8399152755737305, 7.547067642211914, 4.162251949310303, 5.469424724578857, 6.705477062496357e-07]	[7.499461650848389, 4.052210807800293, 5.160475730895996, 5.714504241943359, 10.426834106445312, 0.8097705841064453, 1.5799894332885742, 7.948531627655029, 2.5757713317871094, 7.864201545715332, -0.0]	What are the photographs of next to these books ? <eos>	[4.985605239868164, 4.704017162322998, 5.438640594482422, 7.521178245544434, 4.1625542640686035, 5.443164825439453, 6.624734878540039, 4.811110496520996, 7.064794540405273, 3.9245481491088867, 4.308337224756542e-07]	[7.45322847366333, 4.026013374328613, 2.14542293548584, 8.593505859375, 1.4375381469726562, 10.713813781738281, 4.015137672424316, 6.246709823608398, 5.106741905212402, 1.563079833984375, -0.0]
Who was n't benjamin near a print of ? <eos>	[4.99665641784668, 5.217703819274902, 5.229442596435547, 5.506160736083984, 3.792008399963379, 4.555775165557861, 7.3798723220825195, 4.992850303649902, 4.868277549743652, 4.6945817189225636e-07]	[10.1883544921875, 3.3079471588134766, 4.996712684631348, 3.886258125305176, 9.647256851196289, 4.012750625610352, 10.522850036621094, 3.177907943725586, 5.927703857421875, -0.0]	Who was n't a print of near benjamin ? <eos>	[4.988061904907227, 5.189794540405273, 5.2345991134643555, 5.4898200035095215, 6.645565032958984, 5.210573673248291, 4.609640121459961, 5.538443565368652, 3.447343349456787, 3.6109335610490234e-07]	[10.156072616577148, 3.286440849304199, 5.006181716918945, 2.3510704040527344, 12.30337905883789, 3.4609317779541016, 12.927495956420898, 2.5057296752929688, 0.8465757369995117, -0.0]
What had many cashiers praised pamphlets about ? <eos>	[4.984224796295166, 4.709166526794434, 2.7284886837005615, 7.208282947540283, 6.871351718902588, 3.2147216796875, 3.849092960357666, 5.350085258483887, 4.211464670333953e-07]	[7.505680561065674, 4.286587715148926, 5.901042938232422, 3.16326904296875, 11.65211009979248, 15.147164344787598, 5.081975936889648, 9.683357238769531, -0.0]	What had pamphlets about praised many cashiers ? <eos>	[4.984628677368164, 4.705464839935303, 2.7257776260375977, 4.977781295776367, 4.746283531188965, 4.593544960021973, 5.741299629211426, 5.651409149169922, 3.0011923968231713e-07]	[7.492440700531006, 4.2825212478637695, 15.125972747802734, 3.8496627807617188, 15.041339874267578, 8.038602828979492, 3.687047004699707, 7.824197769165039, -0.0]
What is jennifer praising this essay about ? <eos>	[4.987851619720459, 4.7090301513671875, 5.069527626037598, 4.8371992111206055, 4.628302574157715, 6.082891464233398, 2.6742844581604004, 5.513788223266602, 4.281930614524754e-07]	[7.505860805511475, 1.394057273864746, 5.0055694580078125, 15.514717102050781, 3.5730504989624023, 7.582376003265381, 7.276736259460449, 10.274728775024414, -0.0]	What is this essay about praising jennifer ? <eos>	[4.984518527984619, 4.7067718505859375, 5.046732425689697, 6.79039192199707, 3.8817636966705322, 4.9002838134765625, 5.050374984741211, 4.043429374694824, 4.843717533731251e-07]	[7.475077152252197, 1.3899116516113281, 4.379397392272949, 8.47290325164795, 4.247697830200195, 14.167790412902832, 2.8420286178588867, 4.184426307678223, -0.0]
Who george admired the cousin of ? <eos>	[4.975948333740234, 5.2320404052734375, 5.271754741668701, 4.918734550476074, 7.531252861022949, 2.474241018295288, 5.36160945892334, 3.310478859930299e-07]	[10.245285034179688, 4.6667327880859375, 11.63447380065918, 1.5466117858886719, 12.466775894165039, 0.49578380584716797, 10.855212211608887, -0.0]	Who the cousin of admired george ? <eos>	[4.989832878112793, 5.185449600219727, 7.327876567840576, 3.5755455493927, 5.0540056228637695, 5.855240345001221, 4.982565402984619, 4.5221577238407917e-07]	[10.190949440002441, 5.471373558044434, 11.434335708618164, 0.779994010925293, 14.817950248718262, 2.031487464904785, 3.121100425720215, -0.0]
What are n't some students far from a lot of pictures of ? <eos>	[4.985063552856445, 4.721396446228027, 5.451385498046875, 5.6358184814453125, 4.969971656799316, 5.028363227844238, 2.9512085914611816, 5.616180419921875, 7.042806625366211, 2.472602128982544, 6.997193336486816, 4.03306245803833, 6.049739360809326, 5.872166184417438e-07]	[7.502627372741699, 4.055366516113281, 5.805174827575684, 7.008063316345215, 7.750031471252441, 8.757854461669922, 0.7829856872558594, 4.056110382080078, 6.101739883422852, 0.459747314453125, 7.756768226623535, 4.142522811889648, 7.520975589752197, -0.0]	What are n't a lot of pictures of far from some students ? <eos>	[4.991150856018066, 4.700303077697754, 5.437748908996582, 5.646853923797607, 6.72747802734375, 2.0575151443481445, 6.322840690612793, 4.642292022705078, 5.263282299041748, 5.121966361999512, 5.408511161804199, 4.620157241821289, 4.756168365478516, 4.423899326866376e-07]	[7.4657206535339355, 4.065769195556641, 5.823788642883301, 4.156664848327637, 3.214834213256836, 0.31237030029296875, 7.516077518463135, 3.2453651428222656, 10.081820487976074, 3.5356502532958984, 5.9577484130859375, 8.387713432312012, 2.6757946014404297, -0.0]
What karen praised a essay about ? <eos>	[5.003170967102051, 4.69134521484375, 6.312126636505127, 3.6230063438415527, 6.989811897277832, 4.084109306335449, 4.831774711608887, 3.8470113850053167e-07]	[7.505974769592285, 4.254396438598633, 9.291752815246582, 5.140990257263184, 11.372241020202637, 3.211526870727539, 12.047637939453125, -0.0]	What a essay about praised karen ? <eos>	[4.986930847167969, 4.702960968017578, 7.2880401611328125, 4.684893608093262, 4.869814872741699, 4.818375587463379, 4.50151252746582, 3.231733671782422e-07]	[7.486464977264404, 4.782230377197266, 13.462776184082031, 2.8955841064453125, 14.99402904510498, 2.8265485763549805, 5.653648376464844, -0.0]
What have n't all guys talked about some writers of ? <eos>	[4.978870391845703, 4.7105560302734375, 3.0375943183898926, 2.241159439086914, 4.536382675170898, 5.322163105010986, 1.2481454610824585, 3.8713371753692627, 4.945189952850342, 4.830432891845703, 4.898613452911377, 5.802521627629176e-07]	[7.504483699798584, 6.0657958984375, 6.506230354309082, 7.594972610473633, 9.507072448730469, 8.201495170593262, 0.2177295684814453, 8.194183349609375, 9.2150297164917, 4.516472816467285, 8.907160758972168, -0.0]	What have n't some writers of talked about all guys ? <eos>	[4.990115165710449, 4.707469940185547, 3.0248100757598877, 2.2521920204162598, 7.134501934051514, 5.672975540161133, 4.4692230224609375, 1.5766165256500244, 5.075465202331543, 4.941400527954102, 4.685689926147461, 5.238139806351683e-07]	[7.491916656494141, 6.076154708862305, 6.528281211853027, 8.84052848815918, 7.921805381774902, 4.538512229919434, 14.41076374053955, 0.23204803466796875, 6.386778831481934, 8.663043975830078, 2.881162643432617, -0.0]
