Katherine ca n't help herself	34.06022310256958
Katherine ca n't help himself	29.34791088104248
Karla could listen to herself	33.22427272796631
Karla could listen to himself	33.7128210067749
Marie wo n't think about herself	34.55672550201416
Marie wo n't think about itself	37.051371574401855
Mark has n't discussed himself	33.339271545410156
Mark has n't discussed itself	31.79377794265747
Stephen impressed himself	31.27920627593994
Stephen impressed itself	31.960521697998047
Christina boasts about herself	33.09218978881836
Christina boasts about himself	31.775482177734375
Suzanne would irritate herself	26.85497283935547
Suzanne would irritate itself	30.990703582763672
Rose could n't reference herself	33.9905309677124
Rose could n't reference itself	38.48707914352417
Paul should stun himself	31.04273796081543
Paul should stun herself	29.17068099975586
Kristen praises herself	32.191529273986816
Kristen praises himself	31.193098068237305
Tamara might work with herself	32.81954288482666
Tamara might work with himself	34.77480411529541
Valerie remembers herself	30.78347110748291
Valerie remembers itself	30.005799293518066
Kristen has n't worked with herself	32.64260387420654
Kristen has n't worked with itself	38.85493755340576
Kendra disturbed herself	21.308745861053467
Kendra disturbed himself	21.161786556243896
Lawrence had boasted about himself	32.65568256378174
Lawrence had boasted about herself	34.01018142700195
Jason was n't listening to himself	31.06102466583252
Jason was n't listening to herself	29.74910545349121
Sabrina disturbs herself	22.163761138916016
Sabrina disturbs himself	21.420421600341797
Some essay does n't disagree with itself	51.72326326370239
Some essay does n't disagree with himself	47.99322462081909
Kenneth was n't admiring himself	42.74527549743652
Kenneth was n't admiring itself	39.72885608673096
Melanie had referenced herself	28.951374053955078
Melanie had referenced itself	35.494895935058594
Larry reveals himself	23.141193866729736
Larry reveals itself	25.2425594329834
Samantha is n't watching herself	25.615715980529785
Samantha is n't watching itself	29.394972324371338
Rachel should like herself	28.27627182006836
Rachel should like himself	27.75885772705078
Heather has helped herself	27.581613540649414
Heather has helped itself	31.980751037597656
Lori has found herself	23.742050170898438
Lori has found itself	24.92186737060547
Christina had n't shocked herself	38.19998502731323
Christina had n't shocked itself	43.33454608917236
Theresa was n't alarming herself	36.31085157394409
Theresa was n't alarming himself	31.81410551071167
Jacqueline works with herself	30.38639259338379
Jacqueline works with himself	33.228187561035156
Alan hires himself	25.927230834960938
Alan hires herself	23.378047943115234
April is n't complaining about herself	44.81990146636963
April is n't complaining about himself	39.776893615722656
Scott had questioned himself	28.131797790527344
Scott had questioned herself	25.30777931213379
Wayne helps himself	27.488207817077637
Wayne helps itself	31.610404014587402
Amelia heals herself	31.715343475341797
Amelia heals himself	29.108044624328613
Debra is disgusting herself	36.52317810058594
Debra is disgusting itself	37.28278350830078
Irene has admired herself	28.85826873779297
Irene has admired himself	30.079750061035156
Brad distracted himself	28.963391304016113
Brad distracted herself	29.081454277038574
Sherry would n't cure herself	34.517388343811035
Sherry would n't cure itself	37.920124530792236
Ronald upset himself	30.038443565368652
Ronald upset itself	33.43605136871338
Catherine has n't noticed herself	28.759429454803467
Catherine has n't noticed himself	29.145445823669434
Susan should n't criticize herself	32.44844436645508
Susan should n't criticize himself	33.49550724029541
Dawn has described herself	25.291893005371094
Dawn has described himself	27.331024169921875
Joseph describes himself	26.527207374572754
Joseph describes herself	23.320122241973877
Catherine is n't hurting herself	33.227360248565674
Catherine is n't hurting himself	27.918400764465332
Tracy alarmed herself	29.413124084472656
Tracy alarmed itself	33.56297206878662
Heather has embarrassed herself	29.934572219848633
Heather has embarrassed himself	31.137027740478516
Sharon hurt herself	21.642856121063232
Sharon hurt itself	26.97594451904297
Marie might admire herself	34.021636962890625
Marie might admire himself	33.07415771484375
Susan did love herself	24.526187896728516
Susan did love itself	27.264633178710938
Russell has n't hired himself	34.094340801239014
Russell has n't hired herself	35.23203372955322
Every man insulted himself	36.778472900390625
Every man insulted itself	36.93097686767578
Marie had insulted herself	26.689693450927734
Marie had insulted himself	28.483922958374023
Steve was n't describing himself	36.95381164550781
Steve was n't describing itself	32.543463706970215
Roger had known himself	23.38368034362793
Roger had known herself	24.874637603759766
Larry boasts about himself	35.308319091796875
Larry boasts about herself	34.11637496948242
Kayla complains about herself	24.082319259643555
Kayla complains about himself	22.45835304260254
A bird had found itself	33.24572801589966
A bird had found herself	28.456778526306152
Ellen was n't worrying herself	35.00779628753662
Ellen was n't worrying himself	31.213390827178955
Debra was n't investigating herself	31.456379890441895
Debra was n't investigating itself	34.779484272003174
Larry referenced himself	29.113560676574707
Larry referenced herself	27.662375450134277
Joel does complain about himself	35.07376194000244
Joel does complain about herself	37.26262331008911
Gregory wo n't attack himself	37.27072477340698
